TimeStamp;Температура масла в магистрали общей откачки (поз. Тм);Температура слива масла из опоры турбины (поз. Т606);Температура масла на входе в двигатель за фильтром (поз. Т607);Температура топливного газа перед СК (перед расходомерным устройством) (поз. Ттг);Давление масла в нагнетающей магистрали двигателя (после фильтра) (поз. Pм);Давление масла в магистрали общей откачки (поз. Р615);Давление за ОК Pk1;Давление за ОК Pk2;Давление топливного газа перед дозаторами (поз. Pтг1.1);Вибрация промежуточного корпуса газогенератора (гориз.) (поз. В1);Вибрация корпуса силовой турбины (гориз.) (поз. В2);Положение дозатора газа 8402 (или ДУС-6,5 МП) ( поз. А ДГ);Контроль управления дозатором газа ДГ ;Частота вращения РНД (Расчетная);Частота вращения РВД (Расчетная);Частота вращения РСТ (Расчетная);Температура воздуха на входе в газогенератор (Расчетная);Давление воздуха за компрессором (Расчетная);Частота вращения РНД приведенная;Частота вращения РВД приведенная;Температура газов за ТНД максимальная (Расчетная);Положение лопаток НА КВД. (поз. A2) ;Положение КПВ (поз. A3)
00:00:36.580;1168.734159;860.2485068;1122.251148;1488.628211;2816.880787;2342.896134;1900.157601;1556.261455;296.7195705;1934.794818;1143.724309;1939.984955;610.2921946;2822.691676;1727.393974;1149.947619;1216.911976;1899.841899;2026.899014;1611.377816;1185.018261;2019.350552;2313.178372
00:00:36.600;1170.262343;864.5465195;1121.452567;1493.967948;2834.846175;2357.110009;1908.592471;1552.045804;298.9526876;1935.998821;1140.254047;1950.55543;614.297133;2809.812692;1716.592514;1151.637671;1220.731299;1898.900884;2034.814317;1606.593;1177.240009;2027.588287;2306.519593
00:00:36.620;1172.534235;862.8214116;1118.384153;1495.839718;2821.860838;2353.159731;1895.745799;1570.921719;297.3218201;1946.973798;1139.630967;1935.078225;614.4846989;2817.654759;1713.043968;1142.226533;1220.87598;1907.71741;2033.503015;1622.23126;1171.98603;2013.229893;2314.451587
00:00:36.640;1173.934547;860.5335222;1128.065324;1495.12877;2814.649118;2367.281015;1905.618878;1566.147377;298.5705199;1928.540155;1140.387104;1924.751898;619.5436036;2774.616953;1720.819067;1156.49203;1223.574408;1915.294126;2050.724243;1601.92717;1194.335555;2011.460617;2287.735937
00:00:36.660;1176.806615;869.8623015;1126.335991;1509.386381;2810.203777;2368.563611;1894.009303;1563.577649;302.4414262;1938.899384;1130.025757;1936.402869;605.3071394;2798.710519;1728.336948;1144.108515;1226.747919;1909.194209;2029.00521;1618.466055;1175.051667;2014.333492;2316.274311
00:00:36.680;1167.174124;863.1783227;1127.922704;1498.435913;2815.279435;2360.597195;1914.62831;1565.709083;299.2746184;1939.649448;1140.52853;1941.570308;610.1778682;2813.38136;1717.932353;1148.004801;1225.174372;1898.565378;2035.923176;1611.942652;1180.398023;2030.776937;2293.068016
00:00:36.700;1163.6707;866.5958412;1113.269764;1504.479561;2820.686488;2340.543407;1888.302058;1557.010772;299.564444;1956.557568;1143.823984;1949.397214;609.5649214;2803.512713;1732.526724;1166.60101;1236.436339;1906.076816;2048.869041;1615.308565;1180.577172;2025.750017;2290.197913
00:00:36.720;1158.592572;861.1947199;1128.131026;1514.150783;2834.197845;2350.116011;1904.851051;1581.558391;297.7561944;1953.153826;1139.767359;1910.4585;613.1451142;2772.183871;1702.257571;1146.440259;1222.63872;1912.50795;2010.625467;1618.301844;1167.665624;2014.322904;2301.179597
00:00:36.740;1168.605342;855.9249227;1120.753653;1494.402736;2822.803112;2353.880536;1907.194488;1572.233405;297.8170332;1943.254068;1144.672784;1939.261082;609.0111707;2805.379599;1716.874513;1150.898703;1225.071482;1901.696433;2028.479632;1612.968261;1175.468763;1991.300619;2299.713683
00:00:36.760;1171.40929;861.7607597;1110.83706;1499.267079;2805.566181;2371.172632;1908.53707;1570.954168;299.7987947;1929.39859;1143.204095;1936.737671;614.4425738;2823.815027;1721.988549;1156.932603;1237.011643;1880.659565;2029.852192;1631.23465;1180.807609;2012.107767;2295.21967
00:00:36.780;1159.544882;855.1003637;1115.524442;1504.995609;2839.698693;2342.08633;1923.405687;1566.906929;297.4414394;1948.206546;1136.497149;1934.205122;612.4194018;2827.988253;1729.77924;1162.357451;1230.768554;1885.878092;2045.029106;1607.752694;1172.47705;2009.590316;2277.460297
00:00:36.800;1174.213243;863.426584;1120.556304;1499.802567;2821.380541;2354.28185;1903.811884;1574.864308;297.5451251;1937.06468;1139.728146;1937.273543;608.2753958;2795.504151;1710.536893;1162.727693;1213.226831;1889.592188;2040.300056;1618.729224;1167.239744;2014.765999;2288.903282
00:00:36.820;1167.506459;870.5787084;1118.772302;1496.373749;2834.514093;2373.127433;1898.061476;1565.001041;299.6234906;1957.418889;1135.270966;1928.904126;609.7359471;2796.542319;1721.938553;1157.542355;1236.965704;1894.880389;2005.454343;1624.796228;1169.616577;2023.692477;2300.835504
00:00:36.840;1161.902658;860.5839518;1122.489233;1514.770543;2791.053984;2356.301853;1882.231382;1561.125516;295.2417629;1953.810948;1139.133454;1939.616322;616.6629769;2798.742651;1713.285235;1151.488823;1223.364859;1885.071817;2014.559151;1612.410331;1179.571061;2017.737385;2304.288201
00:00:36.860;1163.825453;855.9564702;1124.899237;1507.6784;2802.866916;2357.540476;1896.187281;1577.367018;302.4052439;1942.045979;1150.410067;1931.936772;611.6001142;2808.134323;1710.674702;1154.664892;1224.10267;1882.12306;2037.584079;1611.13283;1166.317478;2014.043939;2291.908023
00:00:36.880;1162.732112;871.2618528;1121.194255;1483.513537;2783.894618;2335.370357;1889.78656;1564.930944;299.7077683;1945.470915;1146.128083;1917.32247;617.0861486;2777.731706;1708.747774;1153.629001;1233.183288;1907.069445;2029.726081;1615.361976;1178.51664;2022.465022;2295.235091
00:00:36.900;1162.20276;862.7546311;1118.684234;1507.810107;2811.937191;2350.895647;1903.098979;1566.750512;295.4775931;1735.435971;1144.384165;1937.471191;615.442904;2792.618095;1723.160987;1155.797673;1217.887983;1898.699488;2040.487784;1620.697529;1183.604898;2019.331291;2290.103284
00:00:36.920;1170.684179;864.3759741;1121.825458;1510.59862;2833.586083;2364.169192;1908.064836;1561.703197;297.6231475;1765.72727;1144.79478;1936.544806;608.9883213;2789.933865;1710.447997;1146.890295;1224.75887;1905.535749;2032.691947;1621.153179;1175.795386;2004.239316;2283.84833
00:00:36.940;1173.209172;867.0612773;1121.471888;1506.38631;2821.573416;2349.35683;1909.059067;1556.437544;298.7119404;1748.770057;1140.166107;1935.429711;606.5577386;2796.833551;1715.892111;1155.827235;1224.955041;1898.142467;2027.18311;1613.378635;1165.273377;2020.001312;2312.820489
00:00:36.960;1178.337619;866.2573261;1127.975545;1502.000665;2822.309269;2339.037007;1907.830187;1572.156489;299.6725793;1740.928806;1138.7914;1937.791183;608.9658895;2806.039832;1729.449309;1160.01524;1235.401667;1887.805547;2037.429196;1607.227877;1173.260112;2022.946504;2297.320519
00:00:36.980;1164.776292;867.2225378;1117.495543;1507.622326;2842.916377;2347.83504;1912.14126;1569.20107;300.3967113;1747.526862;1150.105403;1928.830523;619.1258195;2814.979055;1712.355138;1160.447434;1238.012932;1899.6297;2025.134181;1619.515705;1186.117126;2030.595356;2309.756572
00:00:37.000;1169.737989;867.886755;1119.483565;1502.334741;2825.355277;2374.300245;1897.825492;1569.320808;297.2233965;1743.542084;1153.680084;1950.98358;612.4859178;2813.083128;1732.34878;1160.167965;1231.020028;1898.396985;2034.208702;1616.231916;1171.291485;2029.428243;2309.785444
00:00:37.020;1163.621092;856.0979794;1130.299435;1500.340333;2821.386197;2365.141607;1905.917867;1565.840738;296.9284156;1732.437208;1135.161085;1924.584441;617.8398087;2790.955351;1728.234407;1155.199571;1225.680383;1900.658781;2040.159679;1621.137216;1184.118399;2004.451824;2312.771304
00:00:37.040;1166.413531;857.4430221;1114.077947;1495.680229;2801.529462;2372.988209;1915.430797;1560.172632;297.8404289;1745.152063;1139.88378;1927.220871;610.2280176;2804.299227;1721.39551;1162.117668;1232.537991;1887.14657;2035.268953;1635.684179;1166.368924;2022.431303;2311.754718
00:00:37.060;1158.425251;869.0168934;1118.82362;1487.100655;2834.478407;2368.634968;1900.997611;1576.142859;301.1491824;1750.301166;1143.531166;1934.236944;615.6250464;2814.165447;1731.321562;1151.300344;1222.474255;1904.477639;2034.715143;1606.52902;1179.935863;2020.186653;2307.740118
00:00:37.080;1161.40342;860.6308889;1115.454387;1485.833379;2853.073935;2388.351405;1876.649821;1554.980004;297.3985867;1771.311656;1142.476865;1935.176953;617.3428349;2816.283047;1731.038089;1151.380206;1221.921774;1895.521762;2043.722584;1614.190729;1174.857789;2022.97404;2312.956861
00:00:37.100;1172.976689;861.1118995;1113.546188;1500.807299;2791.740661;2369.781403;1887.325361;1555.526919;298.9371821;1750.632863;1145.930926;1911.128912;609.9189605;2809.137849;1716.877967;1148.581194;1230.064155;1893.487669;2036.108667;1635.01052;1171.563037;2024.236346;2299.90929
00:00:37.120;1159.203402;858.6665424;1121.32182;1500.399673;2823.294598;2356.815325;1905.155422;1554.731733;300.6132834;1731.898933;1152.528457;1937.778452;605.2875324;2802.607011;1716.56885;1152.12843;1228.58619;1879.67841;2024.734682;1626.22101;1174.500897;2040.541382;2285.737868
00:00:37.140;1172.175737;861.8196526;1126.751579;1493.979166;2810.13036;2354.565295;1879.445558;1590.814004;299.6613446;1770.101917;1134.255005;1957.396543;608.7380448;2794.827636;1710.776409;1155.079813;1224.418406;1885.27172;2031.889712;1607.863854;1185.220687;2025.565656;2274.454073
00:00:37.160;1164.574774;862.3269108;1130.861683;1488.260801;2796.727357;2363.824595;1906.51117;1564.01734;297.7529183;1753.345051;1148.243586;1934.339503;611.7293406;2811.274135;1709.310691;1152.209732;1232.850707;1884.176093;2034.528356;1610.008086;1180.601177;2022.755969;2297.643255
00:00:37.180;1156.658943;859.2622285;1119.684197;1485.475166;2806.705174;2372.303313;1897.741058;1562.724071;300.6791144;1749.296535;1145.818878;1926.551441;616.383974;2803.281727;1721.443265;1155.619227;1227.941616;1886.063123;2044.687854;1618.519951;1178.982804;2029.518956;2314.538898
00:00:37.200;1152.562113;858.3622157;1123.061616;1490.212332;2804.733906;2348.809062;1915.005314;1554.493839;301.477265;1744.708769;1142.488139;1962.229389;608.8249562;2817.359673;1712.088974;1150.978332;1227.796756;1886.260707;2030.823833;1609.427297;1166.818351;2004.280645;2310.135302
00:00:37.220;1175.423313;863.8023271;1123.948765;1497.883649;2801.976785;2364.58483;1886.4327;1561.839172;301.8278182;1748.659067;1144.717371;1930.708057;612.4237854;2825.208146;1719.733058;1155.502057;1228.038115;1887.969968;2030.854196;1617.690626;1174.631377;2016.927775;2276.075362
00:00:37.240;1155.998469;858.8902824;1119.441606;1509.367183;2800.188909;2360.805841;1906.554322;1577.460972;298.5824367;1736.683986;1135.641818;1927.532152;608.7192444;2800.333172;1730.405214;1153.885713;1233.46257;1895.989511;2048.935715;1629.272027;1183.220587;2008.16699;2285.646235
00:00:37.260;1166.536348;859.6036144;1127.308282;1492.927923;2809.637152;2361.790257;1895.410825;1574.595744;298.6105225;1743.626323;1135.645021;1946.407201;614.12795;2790.289158;1715.288665;1158.283276;1222.041398;1900.272288;2021.912265;1622.715297;1171.778624;2024.773488;2313.385932
00:00:37.280;1168.136202;852.8182554;1118.928548;1494.890136;2798.316576;2355.17592;1898.563588;1551.28791;301.3070021;1749.042647;1133.166637;1923.514035;613.998539;2797.89202;1732.008419;1156.792681;1230.245565;1877.994503;2005.210226;1620.492135;1179.394446;2017.224116;2283.482009
00:00:37.300;1159.209908;870.1412203;1126.217329;1501.508824;2820.616111;2365.909109;1896.935355;1561.769508;301.2873936;1758.670341;1138.35754;1939.159402;611.0628024;2771.199167;1724.400586;1154.63826;1217.384334;1909.847724;2037.527856;1605.066294;1184.851612;2004.14604;2283.647837
00:00:37.320;1163.50967;866.2942805;1118.712114;1492.976203;2801.78112;2373.011896;1900.925272;1580.447058;300.5817192;1752.856441;1147.756006;1925.101759;611.6892471;2808.510562;1717.955577;1159.410942;1229.509338;1877.117511;2038.27706;1619.271063;1169.588835;2025.967712;2303.486872
00:00:37.340;1169.058782;860.4831296;1114.097486;1495.284631;2812.575051;2362.835709;1912.03643;1565.297247;299.7600586;1759.659073;1131.696843;1940.05101;614.1580354;2803.131914;1717.210144;1150.172705;1225.895615;1891.542371;2025.251198;1623.298111;1177.119115;2030.629219;2281.573234
00:00:37.360;1168.628714;858.6724154;1113.659592;1496.642339;2843.777551;2337.812825;1917.781936;1555.877578;302.3910513;1745.171907;1137.391068;1914.691318;615.4068314;2808.124109;1720.45628;1151.492297;1224.830597;1895.620842;2028.072247;1624.785342;1180.447551;2020.298877;2313.059309
00:00:37.380;1163.592037;862.3746649;1111.250851;1499.071859;2802.805986;2346.493627;1905.871295;1562.72539;301.7065;1763.757907;1141.955891;1926.996352;613.6934783;2803.259291;1711.24311;1149.49275;1222.061883;1899.269299;2026.214786;1621.299582;1181.318172;2025.985876;2288.567678
00:00:37.400;1166.679016;862.0081123;1128.008387;1491.220694;2796.174775;2377.429318;1905.656517;1566.44833;297.6315523;1742.013775;1140.234913;1941.826399;613.632432;2810.313634;1726.21286;1148.480192;1218.160661;1881.890531;2043.275181;1611.88324;1172.147866;2020.664816;2286.964534
00:00:37.420;1165.455461;856.4665563;1128.371489;1486.498325;2790.046353;2342.993412;1548.217475;1582.163048;302.8428565;1732.603017;1139.482524;1946.36394;612.3621327;2819.289965;1720.999083;1147.368818;1229.536302;1884.680782;2043.965936;1619.58946;1177.230965;2019.370877;2303.085896
00:00:37.440;1161.534349;850.3918784;1118.020928;1492.694368;2790.336675;2341.201952;1676.482254;1558.87997;301.8210796;1733.554066;1143.275628;1938.571856;618.6725956;2806.986355;1713.618817;1139.316459;1225.5998;1901.273262;2037.345025;1614.327506;1171.604581;2032.356453;2315.161428
00:00:37.460;1173.803344;858.6734153;1114.970314;1479.969804;2795.626394;2349.202268;1975.235537;1567.223171;301.0389404;1770.300869;1143.399781;1944.27514;611.069811;2807.463561;1718.418275;1160.339777;1235.169374;1885.676164;2019.079987;1616.327914;1164.63858;2037.932413;2309.423976
00:00:37.480;1168.04235;854.5883146;1116.083702;1495.462061;2793.113867;2347.42607;2230.527058;1555.994317;302.868499;1757.79645;1143.117507;1920.631189;611.5784257;2807.761668;1696.15725;1160.882849;1231.202339;1901.109558;2020.837172;1616.824083;1176.342415;2027.814493;2293.803724
00:00:37.500;1155.545721;862.1674609;1121.438961;1499.819325;2823.191351;2358.001611;1901.950262;1563.476782;301.7219608;1742.947625;1133.099296;1935.525912;611.1467265;2817.003607;1709.607672;1154.540125;1227.753098;1891.805699;2016.043607;1624.13744;1178.09681;2043.264664;2323.683705
00:00:37.520;1169.198033;862.8980445;1114.609969;1503.585053;2763.290201;2361.356634;1899.83543;1571.264761;297.7953462;1739.775857;1140.0585;1941.227212;611.1821543;2793.647244;1704.882432;1162.924226;1223.385685;1887.892637;2026.46059;1617.072016;1184.566334;2024.760826;2297.079169
00:00:37.540;1162.35667;857.8255697;1123.442427;1498.787049;2793.988113;2360.92331;1910.303405;1556.966824;301.8706913;1746.510146;1134.040338;1936.885428;608.9960122;2811.394889;1715.801669;1157.263467;1217.689514;1893.757016;2017.366443;1614.819282;1168.267658;2028.179857;2307.689332
00:00:37.560;1164.180632;859.5539232;1118.002436;1472.585379;2826.275193;2349.932198;1900.385276;1572.22593;301.2688877;1762.337319;1142.14413;1932.004924;612.1009164;2805.944549;1715.104943;1157.345491;1222.169315;1890.208444;2035.537394;1611.250106;1176.195315;2030.930856;2286.403345
00:00:37.580;1166.135618;869.2454323;1126.525947;1501.121165;2793.082505;2348.919945;1874.584463;1582.554485;302.8447311;1751.262082;1141.061608;1923.560832;614.4413565;2787.299354;1709.561367;1154.331495;1224.951389;1886.403768;2031.433563;1606.555408;1175.647964;2016.826962;2300.901695
00:00:37.600;1160.875328;864.8659879;1123.758969;1502.328539;2808.692907;2353.753452;1901.138812;1568.92694;302.667663;1734.393387;1126.214054;1951.122561;616.2211202;2811.050058;1726.453197;1155.586267;1224.55044;1914.275223;2049.423339;1623.023801;1169.873161;2013.798667;2313.064063
00:00:37.620;1175.656832;859.311853;1114.483911;1486.353353;2816.43096;2373.333058;1895.545214;1574.68022;300.8748333;1735.447727;1126.889736;1928.971263;610.8679481;2817.476006;1713.630118;1160.666425;1224.232914;1875.807552;2026.740186;1626.45575;1176.580274;2049.996223;2321.186842
00:00:37.640;1155.580549;871.2126664;1113.24704;1491.283413;2770.794746;2354.869643;1897.155923;1553.525231;300.843254;1734.084747;1130.400583;1925.49809;615.4552241;2822.78456;1716.526043;1154.307539;1230.024313;1886.535368;2027.43149;1611.706121;1166.487074;2024.977639;2314.54033
00:00:37.660;1164.326016;856.2428293;1120.144425;1504.863872;2831.209266;2364.721583;1910.504206;1561.70366;302.1288618;1723.326811;1127.664993;1924.916313;611.5996491;2794.466175;1713.452792;1156.520082;1225.867239;1893.203716;2006.951733;1620.114168;1177.362375;2014.536833;2308.79397
00:00:37.680;1166.146825;857.6739069;1118.04259;1495.286291;2767.031819;2359.122292;1905.457083;1546.941342;300.7729899;1733.424426;1137.66852;1931.827807;610.1249863;2792.860888;1718.978983;1151.270057;1224.259393;1897.751214;2035.307611;1617.066159;1164.588243;2034.05342;2305.901183
00:00:37.700;1164.31493;861.2265536;1126.575822;1489.774476;2776.528123;2352.858307;1887.392365;1566.331295;302.3111221;1736.196743;1129.03044;1927.711428;609.63297;2787.696692;1707.302009;1143.935075;1226.914835;1886.108172;2004.292621;1624.143892;1176.188574;2026.718567;2298.75303
00:00:37.720;1163.112449;855.9409926;1121.044203;1487.389026;2798.140108;2370.811149;1903.862697;1567.446131;300.5417592;1767.409168;1137.541503;1940.957076;611.1498016;2803.637619;1708.686558;1150.111115;1222.6407;1882.148652;2031.416533;1622.305004;1160.187819;2021.984909;2301.276042
00:00:37.740;1162.560207;870.7046506;1117.185822;1512.942022;2800.668551;2353.074039;1914.421033;1563.604941;301.2415122;1743.418675;1130.259164;1922.329121;614.4650097;2810.331338;1699.469472;1150.202721;1229.725246;1890.354845;2033.741478;1616.742985;1177.413481;2025.396332;2320.788965
00:00:37.760;1159.210247;864.0427261;1129.929784;1499.669448;2818.350372;2363.379515;1921.279959;1566.750931;305.162698;1751.251772;1135.226474;1953.198892;608.3435703;2830.177467;1701.583001;1153.18881;1230.495758;1891.200224;2022.78082;1598.905547;1178.699089;2000.48716;2289.656801
00:00:37.780;1158.249601;860.1910744;1118.015644;1490.813699;2813.622817;2367.687045;1883.614676;1573.951916;305.059699;1743.633698;1135.932278;1952.734431;610.2988578;2784.590967;1721.988469;1146.778826;1234.416143;1882.659179;2023.120863;1608.627851;1160.630332;2041.830039;2312.284597
00:00:37.800;1169.985352;866.3034699;1113.099751;1503.26404;2790.453293;2364.838815;1890.433743;1562.976672;303.287255;1738.839142;1134.083803;1944.833673;610.7223623;2796.423541;1722.567496;1154.433805;1207.620165;1894.135743;2025.051665;1612.26193;1182.467764;2022.139516;2290.123673
00:00:37.820;1159.567139;865.3342522;1119.450963;1492.607393;2812.329872;2361.889023;1890.115505;1572.159378;302.1247311;1747.247335;1140.114363;1926.787077;616.8335259;2791.097183;1710.701024;1155.030883;1214.590455;1905.094078;2025.995945;1623.460185;1180.273392;2033.124011;2288.828033
00:00:37.840;1174.536072;863.14749;1116.458934;1502.789844;2821.065261;2359.067985;1918.865238;1566.26033;304.9449112;1734.791228;1134.955322;1937.8273;607.5512563;2805.730625;1720.551991;1164.504332;1223.544079;1903.965014;2017.712197;1615.659619;1174.482654;2012.940267;2306.464994
00:00:37.860;1165.405054;859.4344885;1126.974918;1498.64057;2819.531116;2357.628662;1908.704693;1569.841584;303.1089718;1760.570156;1144.571823;1941.939193;610.6525377;2790.223706;1721.345435;1157.445392;1224.442371;1899.25101;2045.136031;1613.41639;1167.130233;2013.975672;2313.199127
00:00:37.880;1147.046358;858.72562;1114.196443;1491.647654;2802.756298;2353.102323;1897.655938;1565.270305;302.7207455;1738.308129;1130.365025;1942.686783;611.7182568;2813.264785;1711.443772;1153.294862;1223.487252;1904.433467;2024.515677;1612.424372;1165.354428;2021.110839;2308.573976
00:00:37.900;1167.69547;873.8567285;1126.212294;1497.148055;2794.724331;2346.748869;1899.167075;1581.659871;307.1120235;1755.211334;1133.330586;1919.386567;614.3673771;2800.645299;1705.043394;1150.756093;1222.026488;1897.286632;2034.654288;1616.61569;1182.113159;2020.130845;2293.796
00:00:37.920;1162.161599;858.5345766;1120.664508;1497.529327;2795.905086;2346.216065;1896.785778;1559.321471;304.9422622;1749.380404;1125.846948;1932.465773;613.2047928;2824.669826;1706.004902;1152.00997;1217.978817;1875.747295;2034.412492;1624.453635;1180.263827;2025.902973;2295.210427
00:00:37.940;1155.151282;872.1077097;1112.663889;1500.032771;2833.519734;2351.701267;1894.114819;1576.442709;304.0094199;1735.048157;1142.951945;1928.52095;615.8638737;2827.813325;1708.850914;1155.689563;1230.131006;1896.504113;2030.029483;1610.103437;1179.515095;1998.654128;2283.064307
00:00:37.960;1170.094832;860.4054514;1124.73746;1506.74723;2794.572236;2351.49117;1894.89448;1565.105827;301.9841303;1754.332144;1130.560071;1948.726489;617.8812106;2838.097704;1718.140124;1152.118816;1228.035348;1901.742229;2035.955211;1608.125544;1171.474718;2006.094675;2291.261325
00:00:37.980;1159.541919;866.8887511;1130.063609;1512.169704;2786.091713;2354.721633;1906.241871;1569.463204;302.2952412;1750.719914;1125.57577;1944.224263;607.8859952;2791.595609;1710.695152;1155.522886;1213.314897;1928.550556;2042.185536;1610.236151;1173.599997;2027.538349;2304.261145
00:00:38.000;1158.322577;865.4190725;1123.033933;1499.026297;2789.857094;2360.959325;1895.920243;1569.913641;304.003041;1755.569435;1131.814019;1945.717585;610.2180735;2803.716893;1701.361711;1151.431659;1229.354581;1903.10603;2028.893212;1631.905427;1165.032684;2005.765727;2292.986166
00:00:38.020;1162.997692;866.429749;1121.776802;1481.253619;2809.385776;2341.525096;1905.498174;1567.165137;304.8849923;1767.120456;1133.788476;1920.245522;611.6891683;2793.712048;1722.839791;1153.351867;1230.831296;1871.776354;2036.009464;1609.228637;1181.08318;2003.124946;2300.692896
00:00:38.040;1167.465697;866.1327229;1133.766394;1502.413314;2798.467015;2358.58592;1907.005024;1578.802315;300.818567;1768.660882;1141.142001;1932.899648;616.5593251;2799.153127;1708.159246;1158.919135;1211.806305;1894.961324;2047.965278;1617.42288;1168.526621;2010.911222;2288.506381
00:00:38.060;1161.806604;856.0142637;1130.282238;1494.155773;2811.569845;2358.701862;1891.680678;1562.438288;302.036388;1732.102948;1142.12442;1942.517331;618.753088;2805.462795;1716.163956;1149.463044;1232.745742;1890.826523;2039.110034;1619.846512;1172.356061;2018.904316;2297.257336
00:00:38.080;1161.948346;860.5258299;1128.5373;1482.756288;2784.93818;2359.625348;1892.697965;1573.755345;304.67453;1748.363761;1132.951341;1945.2361;615.0997615;2798.195442;1722.109914;1148.223131;1228.320209;1907.796541;2034.254712;1609.450994;1168.212466;2019.28232;2282.907813
00:00:38.100;1156.629151;857.5849419;1113.072427;1500.632098;2774.149899;2361.406593;1903.981252;1576.153682;306.3430568;1758.617471;1135.983284;1941.588295;613.9642711;2816.49116;1713.802782;1154.760149;1228.773933;1913.311392;2027.552438;1621.05691;1178.965911;2015.627592;2307.391874
00:00:38.120;1167.054584;864.6759226;1120.700479;1499.826871;2809.265166;2348.599237;1905.264749;1571.271803;300.7494255;1757.744199;1138.945907;1940.933859;613.3149711;2800.166996;1717.209055;1154.759523;1225.839006;1897.87279;2022.532552;1618.308129;1174.434452;2002.137886;2312.970705
00:00:38.140;1160.624586;857.9259133;1122.347763;1491.002342;2799.749338;2360.473073;1892.533713;1577.451688;302.2904553;1747.934605;1134.603581;1944.507035;609.9203536;2799.493786;1710.695546;1143.471142;1221.00013;1885.226773;2027.893979;1616.784278;1170.185263;2027.464914;2286.698855
00:00:38.160;1158.493677;854.7537446;1125.769166;1489.26196;2786.315908;2360.287542;1920.039345;1555.659162;303.540478;1739.298208;1136.805087;1942.563593;617.2931501;2813.71972;1709.264815;1158.258555;1227.507314;1911.843554;2044.881596;1615.567672;1178.210298;2021.667529;2323.726418
00:00:38.180;1159.12513;862.6056705;1128.901407;1507.788696;2819.531242;2337.803701;1906.800607;1568.128015;304.4810678;1763.266806;1137.084358;1950.020312;609.4265717;2790.378195;1703.630653;1157.124319;1226.909588;1898.116316;2038.245745;1627.381597;1180.090483;2035.370385;2280.479525
00:00:38.200;1167.24125;854.2976139;1117.663586;1500.750238;2814.357282;2375.090055;1897.376524;1567.866307;302.538383;1755.298757;1131.309936;1963.858567;616.7161964;2817.64419;1714.217264;1163.20932;1229.868735;1889.587948;2026.604305;1618.297859;1176.770692;2019.670399;2295.937723
00:00:38.220;1160.316494;864.3860081;1126.707763;1491.888826;2786.240274;2348.641555;1887.295088;1563.669121;302.4953407;1735.333572;1133.713484;1958.395697;614.4460825;2806.109216;1721.126553;1154.476135;1223.900733;1897.841995;2030.929787;1607.619147;1169.920551;2020.706779;2291.639423
00:00:38.240;1168.90769;857.5303806;1116.311066;1502.260905;2803.368684;2362.767812;1915.198236;1563.353278;302.4463885;1765.85339;1140.433854;1945.41658;615.3970805;2804.06061;1729.323428;1156.764049;1220.046592;1908.259312;2026.479354;1612.44518;1175.953811;1989.883061;2300.267689
00:00:38.260;1160.891365;859.99319;1126.439535;1495.223735;2792.970034;2334.331017;1907.288401;1570.108315;302.0995545;1745.264429;1133.469781;1945.714944;615.1086492;2778.32526;1709.501152;1157.989829;1217.503995;1916.646774;2031.638781;1608.753231;1166.647397;2012.883457;2301.742421
00:00:38.280;1167.526739;853.4130845;1116.473021;1502.405851;2813.191343;2372.100955;1903.71418;1556.605698;303.6576737;1755.640418;1141.08561;1937.550832;616.4386672;2810.102065;1725.689178;1163.770443;1220.747139;1893.223765;2030.277091;1617.441821;1176.325058;2006.925111;2285.834785
00:00:38.300;1163.814955;870.6930983;1129.52791;1501.610037;2799.893721;2351.462295;1913.228967;1572.709398;303.7451023;1741.146844;1127.936922;1944.48465;621.8295615;2823.757234;1708.073399;1153.504155;1227.287828;1889.217674;2006.792468;1617.488915;1177.461176;2033.03669;2308.840565
00:00:38.320;1157.111576;857.1195521;1122.976844;1481.020126;2793.247188;2353.69139;1905.159799;1569.84915;301.1613131;1742.030485;1142.752385;1950.270948;610.221644;2796.626783;1716.845951;1158.663573;1235.121991;1901.114835;2028.449342;1616.269456;1186.037834;2015.49758;2310.851246
00:00:38.340;1161.771618;861.8372425;1118.979175;1499.908441;2810.450802;2346.192548;1893.277297;1560.891066;303.1554165;1737.8499;1139.501028;1943.748237;619.2529732;2808.237951;1703.612625;1151.529418;1225.799159;1887.752342;1997.389792;1624.603162;1180.615495;2010.273171;2281.317744
00:00:38.360;1148.743965;855.8326305;1123.609763;1496.442006;2825.723293;2351.622451;1898.914759;1562.027741;304.1954671;1761.320316;1119.977928;1952.416571;611.9610376;2792.898137;1704.051333;1148.32334;1228.432525;1889.809456;2051.751159;1619.664631;1172.000157;2023.396525;2300.299192
00:00:38.380;1157.236217;859.0360536;1118.843899;1492.817708;2806.996626;2359.961859;1880.669731;1555.197523;301.1831785;1947.762116;1132.415879;1933.132691;616.9080297;2792.193289;1717.664661;1149.860893;1229.802599;1899.368059;2039.620203;1613.62119;1175.83139;2024.510313;2295.87873
00:00:38.400;1152.575195;869.5193516;1122.653221;1489.401056;2806.431547;2377.375426;1916.651182;1562.801799;304.3474721;1931.524304;1131.498041;1942.468758;617.9156463;2812.318897;1709.165379;1143.239809;1234.407041;1888.218178;2024.788717;1615.654417;1184.118719;2015.714725;2311.665439
