,ТР,Т воздуха на вх. в ГТУ (фильтр.),Р воздуха за КГГ (фильтр.),Т за СТ (т.1),Т за СТ (т.2),Т за СТ (т.3),Т за СТ (т.4),Т за СТ (т.5),Т за СТ (т.6),Т за СТ (т.7),Т за СТ (т.8),Т за СТ (т.9),Т за СТ (т.10),Т за СТ (т.11),Т за СТ (т.12),Т за ГГ (т.1),Т за ГГ (т.2),Т за ГГ на запуске (т.1),Т за ГГ на запуске (т.2),Т в. на входе К ГГ,Т ТГ перед ДГ,Т м. на сливе ШП,Т м. на сливе РП,Т м. на входе Д,Т м. на выходе из СТ,Р м. на входе ,Р суфлирования,Р ТГ перед ДГ,Т в ЩА,Вибр.Д в зоне ПП,Вибр. Д в зоне ЗП,Положение ДГ,Осевая сила (расч.),Обороты КВД 1,Обороты СТ 1,Обороты КВД 2,Обороты СТ 2,Положение ВНА,Т газа за ГГ (ср.),Т газа за СТ (ср.),Т газа за СТ (ср.).1,Anomaly_Class
1536,02:40:00.772,"14,00415","0,1079645","20,3","18,51475","18,81994","18,3","18,59687","18,39999","18,2","17,8","17,9","18,51475","18,51475","20,3","20,6002","20,34587","22,35503","22,4818","13,31797","19,39824","21,55316","22,21322","21,11143","20,75431","150,3853","2,514496","2,595476","18,75","0,4184328","0,1172122","0,4468929","0,9607803","2407,665",0,"2407,749",0,"-45,43636","20,54935","18,67621",,1
1537,02:40:00.793,"14,00415","0,1079599","20,3","18,51475","18,81994","18,3","18,59844","18,4","18,2","17,8","17,9","18,51475","18,51475","20,3","20,62564","20,34587","22,36775","22,482","13,30645","19,40261","21,55138","22,21412","21,11718","20,74267","150,378","2,513273","2,595476","18,7931","0,4208713","0,1188582","0,4468929","0,9607491","2407,847",0,"2407,749",0,"-45,43636","20,55569","18,67718",,1
1538,02:40:00.811,"14,00415","0,107948","20,3","18,51475","18,81994","18,3","18,59922","18,4","18,2","17,8","17,9","18,51475","18,51475","20,3","20,63835","20,34588","22,37411","22,4821","13,30069","19,40017","21,55048","22,22383","21,12006","20,73685","150,3744","2,508027","2,719071","18,81466","0,4220906","0,1196813","0,4507455","0,9608465","2408,16",0,"2408,272",0,"-45,43353","20,56842","18,67794",,1
1539,02:40:00.831,"14,00415","0,107942","20,3","18,51475","18,81994","18,3","18,59961","18,4","18,2","17,8","17,9","18,51475","18,51475","20,3","20,64471","20,34588","22,37729","22,48215","13,29781","19,39895","21,54076","22,23796","21,13077","20,73394","150,3726","2,505404","2,595476","18,82543","0,4227002","0,1170029","0,454598","0,9609517","2408,353",0,"2408,465",0,"-45,43211","20,58589","18,67853",,1
1540,02:40:00.852,"14,00415","0,107942","20,3","18,51475","18,81994","18,3","18,59961","18,4","18,2","17,8","17,9","18,51475","18,51475","20,3","20,64471","20,34588","22,37729","22,48215","13,29781","19,39895","21,54076","22,23796","21,13077","20,73394","150,3726","2,505404","2,595476","18,82543","0,4227002","0,1170029","0,454598","0,9609517","2408,353",0,"2408,465",0,"-45,43211","20,58589","18,67853",,1
1541,02:40:00.872,"14,00415","0,1079391","20,3","18,51475","18,81994","18,3","18,5998","18,4","18,2","17,8","17,9","18,51475","18,51475","20,3","20,64789","20,34588","22,37888","22,48217","13,29637","19,40297","21,5359","22,24502","21,13148","20,73711","150,3717","2,504092","2,595476","18,83082","0,423005","0,1187536","0,4507455","0,9610325","2408,667",0,"2408,767",0,"-45,4314","20,60656","18,67898",,1
1542,02:40:00.891,"14,00415","0,107961","20,3","18,51475","18,81994","18,3","18,59995","18,4","18,2","17,8","17,9","18,51475","18,51475","20,3","20,65027","20,34588","22,38007","22,48219","13,29529","19,40947","21,52298","22,25032","21,12739","20,73949","150,3571","2,499246","2,719071","18,83486","0,4232337","0,1169767","0,4661556","0,9609925","2409,073",0,"2409,174",0,"-45,43087","20,63398","18,67957",,1
1543,02:40:00.911,"14,00415","0,107961","20,3","18,51475","18,81994","18,3","18,59995","18,4","18,2","17,8","17,9","18,51475","18,51475","20,3","20,65027","20,34588","22,38007","22,48219","13,29529","19,40947","21,52298","22,25032","21,12739","20,73949","150,3571","2,499246","2,719071","18,83486","0,4232337","0,1169767","0,4661556","0,9609925","2409,073",0,"2409,174",0,"-45,43087","20,63398","18,67957",,1
1544,02:40:00.931,"14,00415","0,1079809","20,3","18,51475","18,81994","18,3","18,59999","18,4","18,2","17,8","17,9","18,59105","18,51475","20,3","20,65087","20,34588","22,38037","22,48219","13,29502","19,4134","21,51511","22,25396","21,131","20,74009","150,3442","2,492628","2,595476","18,83587","0,4240633","0,117305","0,4468929","0,9608534","2409,576",0,"2409,399",0,"-45,43073","20,6453","18,68098",,1
1545,02:40:00.951,"14,00415","0,1079778","20,3","18,51475","18,81994","18,3","18,59999","18,4","18,2","17,8","17,9","18,60376","18,51475","20,3","20,65097","20,34588","22,38042","22,4822","13,29498","19,41483","21,5138","22,25302","21,1316","20,74018","150,339","2,48998","2,595476","18,83604","0,4252315","0,1173597","0,4468929","0,9607717","2409,576",0,"2409,399",0,"-45,43071","20,64781","18,68241",,1
1546,02:40:00.971,"14,00415","0,1079763","20,3","18,51475","18,81994","18,3","18,6","18,4","18,2","17,8","17,9","18,61012","18,51475","20,3","20,65102","20,34588","22,38044","22,4822","13,29495","19,41555","21,51315","22,25255","21,1319","20,74023","150,3456","2,487111","2,595476","18,83612","0,4258156","0,1220218","0,4430404","0,960722","2410,02",0,"2409,924",0,"-45,43291","20,64925","18,68375",,1
1547,02:40:00.991,"14,00415","0,1079763","20,3","18,51475","18,81994","18,3","18,6","18,4","18,2","17,8","17,9","18,61012","18,51475","20,3","20,65102","20,34588","22,38044","22,4822","13,29495","19,41555","21,51315","22,25255","21,1319","20,74023","150,3456","2,487111","2,595476","18,83612","0,4258156","0,1220218","0,4430404","0,960722","2410,02",0,"2409,924",0,"-45,43291","20,64925","18,68375",,1
1548,02:40:01.011,"14,00415","0,1079654","20,3","18,51475","18,81994","18,3","18,6","18,4","18,2","17,8","17,9","18,61489","18,51475","20,3","20,65105","20,34588","22,38046","22,4822","13,29494","19,41029","21,50338","22,25684","21,14604","20,73565","150,3228","2,481869","2,719071","18,83619","0,4239363","0,123201","0,4391879","0,9608475","2410,49",0,"2410,584",0,"-45,43456","20,65052","18,68581",,1
1549,02:40:01.032,"14,00415","0,1079654","20,3","18,51475","18,81994","18,3","18,6","18,4","18,2","17,8","17,9","18,61489","18,51475","20,3","20,65105","20,34588","22,38046","22,4822","13,29494","19,41029","21,50338","22,25684","21,14604","20,73565","150,3228","2,481869","2,719071","18,83619","0,4239363","0,123201","0,4391879","0,9608475","2410,49",0,"2410,584",0,"-45,43456","20,65052","18,68581",,1
1550,02:40:01.051,"14,00415","0,1079579","20,3","18,51475","18,81994","18,3","18,6","18,4","18,2","17,8","17,9","18,61608","18,51475","20,3","20,65107","20,34588","22,38047","22,4822","13,22581","19,41245","21,48239","22,26717","21,1403","20,73681","150,331","2,472062","2,966259","18,8362","0,4234665","0,1265857","0,4468929","0,960897","2410,955",0,"2411,077",0,"-45,43497","20,6509","18,68708",,1
1551,02:40:01.071,"14,00415","0,1079663","20,3","18,51475","18,81994","18,35","18,6","18,4","18,2","17,8","17,9","18,61628","18,51475","20,3","20,65107","20,34588","22,38047","22,4822","13,19124","19,41204","21,48353","22,26426","21,14089","20,73855","150,3045","2,467337","2,842665","18,8362","0,4233882","0,1281798","0,4507455","0,960878","2411,229",0,"2411,326",0,"-45,43504","20,65098","18,68751",,1
1552,02:40:01.091,"14,00415","0,1079802","20,3","18,51475","18,81994","18,375","18,6","18,4","18,2","17,8","17,9","18,61638","18,51475","20,3","20,65107","20,34588","22,38047","22,4822","13,17396","19,41183","21,47946","22,26281","21,14119","20,73942","150,3006","2,464975","2,719071","18,8362","0,4218041","0,1258869","0,4391879","0,9608172","2411,39",0,"2411,51",0,"-45,43507","20,65102","18,68887",,1
1553,02:40:01.111,"14,00415","0,1079802","20,3","18,51475","18,81994","18,375","18,6","18,4","18,2","17,8","17,9","18,61638","18,51475","20,3","20,65107","20,34588","22,38047","22,4822","13,17396","19,41183","21,47946","22,26281","21,14119","20,73942","150,3006","2,464975","2,719071","18,8362","0,4218041","0,1258869","0,4391879","0,9608172","2411,39",0,"2411,51",0,"-45,43507","20,65102","18,68887",,1
1554,02:40:01.131,"14,00415","0,1080147","20,3","18,51475","18,81994","18,39375","18,6","18,4","18,2","17,8","17,9","18,61646","18,51475","20,3","20,65107","20,39674","22,38047","22,4822","13,161","19,41168","21,47641","22,27562","21,14141","20,74007","150,2976","2,458569","2,842665","18,81466","0,4252508","0,1272572","0,4468929","0,9607635","2411,901",0,"2411,745",0,"-45,43005","20,65105","18,69184",,1
1555,02:40:01.151,"14,00415","0,108014","20,3","18,51475","18,81994","18,39687","18,6","18,4","18,2","17,8","17,9","18,61647","18,51475","20,3","20,65107","20,42218","22,38047","22,4822","13,15884","19,41166","21,4759","22,28239","21,14144","20,74018","150,2971","2,455956","2,842665","18,80388","0,4273702","0,1285155","0,4468929","0,9607259","2411,901",0,"2411,745",0,"-45,42754","20,65106","18,69304",,1
1556,02:40:01.171,"14,00415","0,108004","20,3","18,51475","18,81994","18,39844","18,6","18,4","18,2","17,8","17,9","18,61647","18,51475","20,3","20,65107","20,43489","22,38047","22,4822","13,15776","19,41164","21,48028","22,28577","21,1461","20,74023","150,2783","2,454649","2,719071","18,79849","0,4268849","0,1275997","0,4430404","0,9607415","2412,544",0,"2412,463",0,"-45,42628","20,65106","18,694",,1
1557,02:40:01.191,"14,00415","0,1079893","20,3","18,51475","18,81994","18,39922","18,6","18,4","18,2","17,8","17,9","18,61648","18,51475","20,3","20,65107","20,44125","22,38047","22,4822","13,15722","19,41395","21,48247","22,28283","21,14843","20,74488","150,269","2,450907","2,719071","18,7958","0,4250974","0,1286868","0,4468929","0,9607666","2412,544",0,"2412,463",0,"-45,42565","20,65106","18,69476",,1
1558,02:40:01.211,"14,00415","0,1079724","20,3","18,51475","18,81994","18,39961","18,6","18,4","18,2","17,8","17,9","18,61648","18,51475","20,3","20,65107","20,44443","22,38047","22,4822","13,15695","19,41742","21,47429","22,28599","21,14959","20,74721","150,2643","2,44749","2,842665","18,79445","0,4242036","0,1292303","0,4430404","0,9607877","2412,682",0,"2412,897",0,"-45,42533","20,65106","18,69534",,1
1559,02:40:01.232,"14,00415","0,1079724","20,3","18,51475","18,81994","18,39961","18,6","18,4","18,2","17,8","17,9","18,61648","18,51475","20,3","20,65107","20,44443","22,38047","22,4822","13,15695","19,41742","21,47429","22,28599","21,14959","20,74721","150,2643","2,44749","2,842665","18,79445","0,4242036","0,1292303","0,4430404","0,9607877","2412,682",0,"2412,897",0,"-45,42533","20,65106","18,69534",,1
1560,02:40:01.251,"14,00415","0,1079838","20,3","18,56562","18,81994","18,3999","18,6","18,4","18,2","17,8","17,9","18,61648","18,51475","20,3","20,65107","20,44681","22,38047","22,55849","13,15675","19,41539","21,4612","22,28836","21,14814","20,7397","150,2746","2,441838","2,719071","18,79344","0,4250782","0,1296379","0,454598","0,9608122","2413,112",0,"2413,214",0,"-45,42509","20,65106","18,69612",,1
1561,02:40:01.271,"14,00415","0,1079985","20,3","18,59105","18,81994","18,39995","18,6","18,4","18,2","17,8","17,9","18,61648","18,51475","20,3","20,65107","20,44721","22,38047","22,57121","13,15672","19,41583","21,4683","22,29803","21,14945","20,73999","150,2671","2,436776","2,842665","18,79327","0,425739","0,1297059","0,4391879","0,9607429","2413,447",0,"2413,547",0,"-45,42506","20,65106","18,69744",,1
1562,02:40:01.291,"13,87045","0,1080156","20,3","18,60376","18,81994","18,39997","18,6","18,4","18,25","17,8","17,9","18,61648","18,51475","20,3","20,65107","20,44741","22,38047","22,57757","13,1567","19,41605","21,46721","22,30286","21,1501","20,74014","150,2541","2,434245","2,719071","18,79319","0,4260693","0,1312848","0,4507455","0,9606175","2413,679",0,"2413,809",0,"-45,42504","20,65106","18,69896",,1
1563,02:40:01.311,"13,87045","0,1080241","20,3","18,61012","18,81994","18,39999","18,6","18,4","18,275","17,8","17,9","18,61648","18,51475","20,3","20,65107","20,44751","22,38047","22,58075","13,15669","19,41615","21,46666","22,30064","21,15043","20,74021","150,2475","2,431435","2,719071","18,79315","0,4262345","0,1320742","0,462303","0,9605095","2414,146",0,"2413,96",0,"-45,42083","20,65106","18,7014",,1
1564,02:40:01.331,"13,87045","0,1080284","20,3","18,6133","18,81994","18,39999","18,6","18,4","18,2875","17,8","17,9","18,61648","18,51475","20,3","20,65107","20,44756","22,43133","22,58234","13,15669","19,41621","21,46639","22,30417","21,15059","20,74025","150,2535","2,42385","2,719071","18,79313","0,4263171","0,1324689","0,4468929","0,9605187","2414,146",0,"2413,96",0,"-45,41872","20,65106","18,7039",,1
1565,02:40:01.351,"13,87045","0,1080305","20,3","18,61489","18,81994","18,4","18,6","18,4","18,29375","17,8","17,9","18,61648","18,51475","20,3","20,65107","20,44758","22,45676","22,58313","13,15668","19,4116","21,46161","22,30593","21,15067","20,74026","150,2473","2,420057","2,842665","18,79311","0,4279033","0,1311214","0,4507455","0,9605548","2414,601",0,"2414,492",0,"-45,41767","20,65106","18,70609",,1
1566,02:40:01.371,"13,87045","0,1080316","20,3","18,61568","18,81994","18,4","18,6","18,4","18,29688","17,8","17,9","18,61648","18,51475","20,3","20,65107","20,4476","22,46948","22,58353","13,20277","19,41393","21,45922","22,32071","21,15071","20,74027","150,2441","2,419706","2,842665","18,79311","0,4286965","0,1304476","0,4430404","0,9605458","2414,831",0,"2414,492",0,"-45,41714","20,65106","18,7079",,1
1567,02:40:01.391,"13,87045","0,1080321","20,3","18,61608","18,81994","18,4","18,6","18,4","18,29844","17,8","17,9","18,61648","18,51475","20,3","20,65107","20,4476","22,47584","22,58373","13,22581","19,4151","21,45803","22,3281","21,15073","20,74028","150,2426","2,41953","2,842665","18,79311","0,429093","0,1301107","0,4430404","0,9604847","2414,831",0,"2414,492",0,"-45,41688","20,65106","18,70934",,1
1568,02:40:01.411,"13,87045","0,1080324","20,3","18,61628","18,81994","18,4","18,6","18,4","18,29922","17,8","17,9","18,61648","18,51475","20,3","20,65107","20,44761","22,47902","22,58383","13,23733","19,41568","21,45744","22,32717","21,15075","20,74028","150,2233","2,416353","2,719071","18,79311","0,4292913","0,1299423","0,4430404","0,960426","2415,012",0,"2415,129",0,"-45,41675","20,65106","18,71045",,1
1569,02:40:01.431,"13,87045","0,1080325","20,3","18,61638","18,81994","18,4","18,6","18,4","18,29961","17,85","17,9","18,61648","18,51475","20,3","20,70193","20,44761","22,48061","22,58388","13,24309","19,41597","21,46177","22,3267","21,15539","20,74028","150,2136","2,414764","2,719071","18,79311","0,4278455","0,1329479","0,4430404","0,9603826","2415,203",0,"2415,389",0,"-45,41668","20,65106","18,71132",,1
1570,02:40:01.451,"13,87045","0,1080229","20,3","18,61643","18,81994","18,4","18,6","18,4","18,2998","17,875","17,9","18,61648","18,51475","20,3","20,72736","20,44761","22,4814","22,5839","13,24597","19,4138","21,46394","22,33573","21,15307","20,73566","150,2088","2,409335","2,719071","18,79311","0,4271226","0,1344507","0,4507455","0,9604396","2415,372",0,"2415,619",0,"-45,41665","20,65741","18,71301",,1
1571,02:40:01.471,"13,87045","0,1080229","20,3","18,61643","18,81994","18,4","18,6","18,4","18,2998","17,875","17,9","18,61648","18,51475","20,3","20,72736","20,44761","22,4814","22,5839","13,24597","19,4138","21,46394","22,33573","21,15307","20,73566","150,2088","2,409335","2,719071","18,79311","0,4271226","0,1344507","0,4507455","0,9604396","2415,372",0,"2415,619",0,"-45,41665","20,65741","18,71301",,1
1572,02:40:01.491,"13,87045","0,1080157","20,3","18,61647","18,81994","18,4","18,6","18,4","18,29995","17,89375","17,9","18,61648","18,51475","20,3","20,74644","20,44761","22,482","22,58392","13,24813","19,41217","21,45398","22,3425","21,15597","20,73913","150,2005","2,400628","2,842665","18,79311","0,4265804","0,1386677","0,4391879","0,9605611","2415,909",0,"2415,995",0,"-45,41925","20,68761","18,71642",,1
1573,02:40:01.511,"13,87045","0,1080242","20,3","18,61647","18,81994","18,4","18,6","18,4","18,29997","17,89687","17,9","18,61648","18,51475","20,3","20,74962","20,44761","22,4821","22,58392","13,24849","19,4119","21,45077","22,34827","21,158","20,73971","150,1929","2,397632","2,842665","18,79311","0,4295799","0,1404005","0,454598","0,9605548","2416,174",0,"2416,257",0,"-45,42056","20,70828","18,71776",,1
1574,02:40:01.531,"13,87045","0,1080477","20,3","18,61648","18,81994","18,4","18,6","18,4","18,29999","17,89844","17,9","18,61648","18,51475","20,3","20,75121","20,44761","22,48215","22,58393","13,24867","19,41176","21,44453","22,34652","21,15902","20,73999","150,1706","2,391499","2,842665","18,79311","0,4310797","0,1397219","0,4507455","0,9604493","2416,34",0,"2416,434",0,"-45,42121","20,72458","18,71883",,1
1575,02:40:01.551,"13,87045","0,1080691","20,3","18,61648","18,81994","18,4","18,6","18,4","18,29999","17,89922","17,9","18,61648","18,51475","20,3","20,752","20,44761","22,48217","22,58393","13,24876","19,4117","21,44605","22,34564","21,15952","20,74014","150,1502","2,388433","2,842665","18,79311","0,4271948","0,1378377","0,4507455","0,9603454","2416,34",0,"2416,742",0,"-45,42154","20,7357","18,71966",,1
1576,02:40:01.571,"13,87045","0,1080895","20,3","18,61648","18,81994","18,4","18,6","18,4","18,3","17,89961","17,9","18,61648","18,51475","20,3","20,7524","20,44761","22,48219","22,58393","13,2488","19,41398","21,4468","22,3452","21,15978","20,74021","150,14","2,379175","2,842665","18,79311","0,4283422","0,1368956","0,4468929","0,9601393","2417,039",0,"2416,919",0,"-45,4217","20,74276","18,7203",,1
1577,02:40:01.591,"13,87045","0,1080804","20,3","18,61648","18,81994","18,4","18,6","18,4","18,3","17,8998","17,9","18,61648","18,51475","20,3","20,7526","20,44761","22,48219","22,58393","13,24883","19,41512","21,44718","22,34498","21,1599","20,74025","150,1163","2,373001","2,842665","18,79311","0,4289159","0,1395144","0,4507455","0,9600449","2417,185",0,"2416,919",0,"-45,42178","20,74704","18,72079",,1
1578,02:40:01.611,"13,87045","0,1080565","20,3","18,61648","18,81994","18,4","18,6","18,4","18,3","17,8999","17,9","18,61648","18,51475","20,3","20,7527","20,44761","22,48219","22,58393","13,24884","19,41569","21,44737","22,34487","21,15997","20,74026","150,1045","2,369914","2,842665","18,79311","0,4292027","0,1408238","0,4507455","0,9601306","2417,185",0,"2416,919",0,"-45,42183","20,74956","18,72117",,1
1579,02:40:01.631,"13,87045","0,1080253","20,3","18,61648","18,81994","18,4","18,6","18,4","18,3","17,89995","17,9","18,61648","18,51475","20,3","20,75275","20,44761","22,48219","22,58393","13,24884","19,41598","21,45211","22,34482","21,15536","20,7449","150,0986","2,368371","2,842665","18,79311","0,4293461","0,1414785","0,4507455","0,9603258","2417,433",0,"2417,523",0,"-45,42184","20,751","18,72145",,1
1580,02:40:01.651,"13,87045","0,1080253","20,3","18,61648","18,81994","18,4","18,6","18,4","18,3","17,89995","17,9","18,61648","18,51475","20,3","20,75275","20,44761","22,48219","22,58393","13,24884","19,41598","21,45211","22,34482","21,15536","20,7449","150,0986","2,368371","2,842665","18,79311","0,4293461","0,1414785","0,4507455","0,9603258","2417,433",0,"2417,523",0,"-45,42184","20,751","18,72145",,1
1581,02:40:01.671,"13,87045","0,107997","20,3","18,61648","18,81994","18,4","18,6","18,4","18,3","17,89999","17,9","18,61648","18,51475","20,3","20,75278","20,44761","22,4822","22,58393","13,24885","19,41619","21,46029","22,34941","21,15191","20,74144","150,0756","2,362578","2,842665","18,79311","0,4271363","0,1388797","0,4468929","0,9607534","2417,856",0,"2417,996",0,"-45,42218","20,75226","18,72182",,1
1582,02:40:01.691,"13,87045","0,107997","20,3","18,61648","18,81994","18,4","18,6","18,4","18,3","17,89999","17,9","18,61648","18,51475","20,3","20,75278","20,44761","22,4822","22,58393","13,24885","19,41619","21,46029","22,34941","21,15191","20,74144","150,0756","2,362578","2,842665","18,79311","0,4271363","0,1388797","0,4468929","0,9607534","2417,856",0,"2417,996",0,"-45,42218","20,75226","18,72182",,1
1583,02:40:01.711,"13,87045","0,1080285","20,3","18,61648","18,81994","18,4","18,6","18,4","18,3","17,9","17,9","18,61648","18,51475","20,3","20,7528","20,44761","22,4822","22,58393","13,32949","19,4174","21,46466","22,35287","21,14408","20,74057","150,0606","2,354178","2,966259","18,79311","0,4273563","0,1436372","0,4507455","0,9607028","2418,281",0,"2418,363",0,"-45,42242","20,75264","18,72202",,1
1584,02:40:01.732,"13,87045","0,1080285","20,3","18,61648","18,81994","18,4","18,6","18,4","18,3","17,9","17,9","18,61648","18,51475","20,3","20,7528","20,44761","22,4822","22,58393","13,32949","19,4174","21,46466","22,35287","21,14408","20,74057","150,0606","2,354178","2,966259","18,79311","0,4273563","0,1436372","0,4507455","0,9607028","2418,281",0,"2418,363",0,"-45,42242","20,75264","18,72202",,1
1585,02:40:01.751,"13,87045","0,1080461","20,3","18,61648","18,81994","18,4","18,6","18,4","18,3","17,9","17,9","18,61648","18,51475","20,3","20,7528","20,44761","22,4822","22,58393","13,38998","19,41539","21,46575","22,34911","21,14213","20,74961","150,0476","2,346671","2,966259","18,83621","0,4266388","0,1432817","0,4507455","0,9605757","2418,507",0,"2418,609",0,"-45,42248","20,75274","18,72214",,1
1586,02:40:01.771,"13,87045","0,1080587","20,3","18,61648","18,81994","18,4","18,6","18,4","18,3","17,9","17,9","18,61648","18,51475","20,3","20,7528","20,44761","22,4822","22,58393","13,40006","19,41351","21,46593","22,34694","21,14181","20,7542","150,0423","2,34439","2,966259","18,85776","0,4265193","0,1427075","0,4507455","0,9605386","2418,507",0,"2418,609",0,"-45,42249","20,75276","18,72218",,1
1587,02:40:01.791,"13,87045","0,108065","20,3","18,61648","18,81994","18,4","18,6","18,4","18,3","17,9","17,9","18,61648","18,51475","20,3","20,7528","20,44761","22,4822","22,58393","13,4051","19,41257","21,47066","22,35048","21,137","20,75187","150,0212","2,335525","2,719071","18,86853","0,4280044","0,1424204","0,4468929","0,9605153","2419,34",0,"2419,232",0,"-45,4225","20,75278","18,72221",,1
1588,02:40:01.811,"13,87045","0,1080681","20,3","18,61648","18,81994","18,4","18,6","18,4","18,3","17,9","17,9","18,61648","18,51475","20,3","20,7528","20,44761","22,4822","22,58393","13,40762","19,4121","21,47303","22,35226","21,13461","20,7507","150,0106","2,331092","2,719071","18,87392","0,428747","0,1422768","0,4468929","0,9604583","2419,34",0,"2419,232",0,"-45,4225","20,7528","18,72223",,1
1589,02:40:01.831,"13,87045","0,1080697","20,3","18,61648","18,81994","18,4","18,6","18,4","18,3","17,9","17,9","18,61648","18,51475","20,3","20,7528","20,44761","22,4822","22,63479","13,40888","19,41418","21,47421","22,35314","21,12877","20,75012","150,0053","2,328876","2,719071","18,87662","0,4260284","0,1437499","0,4353354","0,9604071","2419,572",0,"2419,625",0,"-45,42638","20,7528","18,72224",,1
1590,02:40:01.851,"13,87045","0,1080608","20,3","18,61648","18,81994","18,4","18,6","18,4","18,3","17,9","17,9","18,61648","18,51475","20,3","20,7528","20,44761","22,4822","22,66022","13,40951","19,41754","21,48407","22,36749","21,12585","20,75908","150,0212","2,324677","2,719071","18,87796","0,4262141","0,1444865","0,4430404","0,9604132","2419,759",0,"2419,882",0,"-45,42833","20,7528","18,72225",,1
1591,02:40:01.871,"13,87045","0,1080608","20,3","18,61648","18,81994","18,4","18,6","18,4","18,3","17,9","17,9","18,61648","18,51475","20,3","20,7528","20,44761","22,4822","22,66022","13,40951","19,41754","21,48407","22,36749","21,12585","20,75908","150,0212","2,324677","2,719071","18,87796","0,4262141","0,1444865","0,4430404","0,9604132","2419,759",0,"2419,882",0,"-45,42833","20,7528","18,72225",,1
1592,02:40:01.891,"13,87045","0,1080397","20,3","18,61648","18,81994","18,4","18,6","18,4","18,3","17,9","17,9","18,61648","18,51475","20,3","20,7528","20,44761","22,4822","22,6793","13,40998","19,41774","21,49843","22,37825","21,13062","20,7658","150,0053","2,316894","2,719071","18,87897","0,4263533","0,143494","0,4468929","0,960578","2420,144",0,"2420,265",0,"-45,42978","20,75281","18,72227",,1
1593,02:40:01.911,"13,87045","0,1080397","20,3","18,61648","18,81994","18,4","18,6","18,4","18,3","17,9","17,9","18,61648","18,51475","20,3","20,7528","20,44761","22,4822","22,6793","13,40998","19,41774","21,49843","22,37825","21,13062","20,7658","150,0053","2,316894","2,719071","18,87897","0,4263533","0,143494","0,4468929","0,960578","2420,144",0,"2420,265",0,"-45,42978","20,75281","18,72227",,1
1594,02:40:01.931,"13,87045","0,1080489","20,35","18,61648","18,81994","18,4","18,6","18,4","18,3","17,9","17,9","18,61648","18,51475","20,375","20,7528","20,44761","22,53306","22,68407","13,4101","19,4201","21,5113","22,38789","21,12717","20,76054","149,9828","2,314949","2,719071","18,87923","0,427933","0,1440184","0,4353354","0,9606417","2420,568",0,"2420,652",0,"-45,43015","20,75281","18,72332",,1
1595,02:40:01.951,"13,87045","0,1080504","20,375","18,61648","18,81994","18,4","18,6","18,4","18,3","17,9","17,9","18,61648","18,51475","20,3875","20,7528","20,44761","22,55849","22,68486","13,41012","19,42282","21,51653","22,39413","21,11577","20,75967","149,9821","2,308444","2,719071","18,87927","0,4271664","0,1430758","0,4468929","0,9606066","2420,921",0,"2420,836",0,"-45,43021","20,75281","18,72567",,1
1596,02:40:01.971,"13,87045","0,1080512","20,3875","18,61648","18,81994","18,4","18,6","18,4","18,3","17,9","17,9","18,61648","18,51475","20,39375","20,7528","20,44761","22,57121","22,68526","13,41013","19,42186","21,51915","22,40189","21,11007","20,76385","149,954","2,297468","2,719071","18,87929","0,426783","0,1426045","0,4430404","0,9606097","2420,921",0,"2420,836",0,"-45,43024","20,75281","18,72821",,1
1597,02:40:01.991,"13,87045","0,1080419","20,39375","18,61648","18,81994","18,4","18,6","18,4","18,3","17,9","17,9","18,61648","18,51475","20,39687","20,7528","20,44761","22,57757","22,68546","13,41013","19,42138","21,52046","22,40576","21,10723","20,76595","149,9399","2,291979","2,719071","18,8793","0,4265914","0,1423689","0,4430404","0,9606645","2420,921",0,"2420,836",0,"-45,42647","20,75281","18,73051",,1
1598,02:40:02.011,"13,87045","0,1080373","20,39687","18,61648","18,81994","18,4","18,6","18,4","18,3","17,9","17,9","18,61648","18,51475","20,39844","20,7528","20,44761","22,58075","22,68555","13,32949","19,42113","21,52575","22,4077","21,1058","20,77162","149,9329","2,29078","2,842665","18,8793","0,4280404","0,143796","0,4391879","0,9607185","2421,689",0,"2421,495",0,"-45,42459","20,75281","18,73243",,1
1599,02:40:02.031,"13,87045","0,1080373","20,39687","18,61648","18,81994","18,4","18,6","18,4","18,3","17,9","17,9","18,61648","18,51475","20,39844","20,7528","20,44761","22,58075","22,68555","13,32949","19,42113","21,52575","22,4077","21,1058","20,77162","149,9329","2,29078","2,842665","18,8793","0,4280404","0,143796","0,4391879","0,9607185","2421,689",0,"2421,495",0,"-45,42459","20,75281","18,73243",,1
1600,02:40:02.051,"13,87045","0,1080579","20,39922","18,61648","18,81994","18,4","18,6","18,4","18,3","17,9","17,9","18,61648","18,51475","20,39961","20,7528","20,44761","22,58313","22,68563","13,26901","19,41864","21,53899","22,41379","21,10473","20,77125","149,9369","2,288336","2,719071","18,87931","0,4291273","0,1448663","0,4507455","0,960571","2421,839",0,"2421,927",0,"-45,42318","20,75281","18,73517",,1
1601,02:40:02.071,"13,87045","0,1080579","20,39922","18,61648","18,81994","18,4","18,6","18,4","18,3","17,9","17,9","18,61648","18,51475","20,39961","20,7528","20,44761","22,58313","22,68563","13,26901","19,41864","21,53899","22,41379","21,10473","20,77125","149,9369","2,288336","2,719071","18,87931","0,4291273","0,1448663","0,4507455","0,960571","2421,839",0,"2421,927",0,"-45,42318","20,75281","18,73517",,1
